"grp","wbeing","cohes","lead","hrs"
"83",3.7777777778,3.25,3.5454545455,10
"83",1.3333333333,3.625,3.3636363636,10
"83",1.9444444444,2.5,1.7272727273,8
"83",4,4,3.3333333333,12
"83",4,4,3.1666666667,9
"83",2.8888888889,2.5,2.8333333333,12
"83",1.7777777778,3,2.7272727273,10
"83",3.1111111111,2.875,3.3636363636,10
"83",3.7222222222,2.875,3.1818181818,9
"83",4.2777777778,3,3.6666666667,9
"83",4.8888888889,2.5,3.6363636364,10
"83",3.3888888889,1,3,18
"83",2.7777777778,1,2.3333333333,10
"83",3.8333333333,4,3.5,11
"83",2.3888888889,2,2.6666666667,11
"83",2.1666666667,3,2.1818181818,9
"83",1.6666666667,2,2.5454545455,12
"83",3.2222222222,2.5,2.6666666667,8
"83",3.2777777778,4.5,4,10
"83",3.3333333333,1.5,3.6666666667,10
"83",4.3333333333,3,4,9
"83",2.7777777778,1.625,2.8181818182,10
"83",3.1111111111,3.2857142857,3.6363636364,8
"83",2.8333333333,3.25,2.8181818182,10
"83",3.1666666667,3,2.8181818182,9
"83",2.9444444444,3.875,3,10
"83",1.9444444444,1.125,1.9090909091,12
"83",4.5555555556,4,3.9090909091,8
"83",2.7058823529,3.5,4.1666666667,12
"83",3.0555555556,2.875,3.7272727273,8
"83",3,3.5,3.1666666667,11
"83",4.3333333333,2.625,3.4545454545,12
"83",2.1176470588,3.75,3,11
"83",1.7777777778,3.125,2.6363636364,8
"83",0.5,3.875,3.5454545455,11
"83",2.5555555556,2,2.8333333333,11
"83",2.3333333333,2.5,2.1666666667,8
"83",4.6111111111,3.375,2.0909090909,8
"83",3.6666666667,4.1428571429,3.6363636364,10
"83",3.4444444444,3.875,3.5454545455,9
"83",3.5555555556,4.25,4.1818181818,10
"83",2.9444444444,2,3.1818181818,11
"83",3,4.125,2.9090909091,10
"83",1.6111111111,1.875,1.5454545455,12
"83",2.9444444444,2.625,2.8181818182,10
"83",1.8888888889,2,2.4545454545,11
"83",2,3.375,2.5454545455,11
"83",4.3888888889,4,3.7272727273,7
"83",2.2777777778,1.625,2.5454545455,8
"83",3.1111111111,3.25,3,14
"83",3.7222222222,1.75,2.6,8
"83",1.3333333333,2.875,2.2727272727,10
"83",3.6111111111,3.5,3.3636363636,9
"83",2,3.125,1.8181818182,8
"83",2.8888888889,3,3.0909090909,8
"83",2.6111111111,2.25,2.2727272727,8
"83",4.0555555556,4.875,4.6363636364,8
"83",0.7777777778,2.625,1.9090909091,10
"83",2.2777777778,2,2.1818181818,10
"83",3,3.625,2.8181818182,10
"83",3.7777777778,3.25,3.1818181818,10
"83",2.1111111111,3.875,2.7272727273,10
"83",3.7647058824,3,3.0909090909,7
"83",2.7777777778,4,1.5,12
"83",2.2222222222,2.75,3.3636363636,10
"83",3.7222222222,3.625,2.7272727273,10
"83",3.2777777778,3,3.1666666667,11
"83",2.7222222222,2.75,2.5454545455,11
"83",4.8888888889,4.5,3.9090909091,11
"83",2.6111111111,2.625,1.8181818182,10
"83",3.9444444444,1,1.3333333333,15
"83",1.5,1.625,2.3636363636,10
"83",1.8333333333,1.5714285714,1.5454545455,12
"84",2.2222222222,3.625,1.9090909091,10
"84",2,4.5,2.3333333333,13
"84",1.6111111111,1.25,1,12
"84",2.4444444444,2.75,2.2727272727,12
"84",3,4.25,2.9090909091,8
"84",3.6111111111,3.75,3.6363636364,10
"84",2.8333333333,2.875,3,10
"84",2.1666666667,3.375,3,11
"84",2.9444444444,3,3.0909090909,10
"84",3,3,2.4545454545,10
"84",1.6111111111,1.5,1,11
"84",3.2222222222,3.125,2,8
"84",3.2222222222,3.625,2.4545454545,10
"84",2.3888888889,3,2.6666666667,10
"84",3.8888888889,2.875,2.5454545455,11
"84",3.0555555556,3.25,3.7272727273,9
"84",2.9333333333,2.6666666667,3.1666666667,13
"84",4.2777777778,2.5,4.3333333333,9
"84",2.4444444444,2.875,2.8181818182,8
"84",4.5,3.75,4,10
"84",3.5,2.75,2.7272727273,11
"84",2.6666666667,4,2.8333333333,10
"84",1.3333333333,1.625,2.4545454545,9
"84",2.4705882353,3.875,2.9090909091,11
"84",3.6666666667,3.125,3.6363636364,8
"84",3.1666666667,2,2.8333333333,13
"84",1.6111111111,3.125,3.6363636364,10
"84",4.2222222222,1,4.5,10
"84",0.7222222222,1,1.2727272727,8
"84",2.3888888889,1.5,3.1666666667,8
"84",2.7777777778,2.875,2.9090909091,14
"84",3.8888888889,3.625,3.3636363636,14
"84",0.8333333333,1,1,10
"84",4.1111111111,2.75,3.6363636364,14
"84",2.8333333333,3.875,3.1,13
"84",2,2.75,3,15
"84",2.9444444444,3.375,2.9090909091,12
"84",2.7222222222,2.875,1.8181818182,12
"84",2.1111111111,3.375,2.8181818182,9
"84",2.2222222222,2.625,2.6363636364,9
"84",3.8333333333,2,4.1666666667,11
"84",3.1666666667,3.75,3.4,12
"84",3.5,2.25,2.4545454545,8
"84",2,3,2.6363636364,8
"84",2,2.5,2.1818181818,10
"84",3.5555555556,3.75,3.4545454545,8
"84",2.2777777778,1.625,1.4545454545,11
"84",3.5294117647,3.75,3.2727272727,11
"84",4.1111111111,3.125,3.1818181818,8
"84",3.7777777778,3.5,2.3333333333,9
"84",2.2222222222,2.125,2.2727272727,12
"84",1.9444444444,2,3,13
"84",2.9444444444,2.75,2.1818181818,11
"84",4.3888888889,4,3,11
"84",4.2222222222,4.125,3.7272727273,8
"84",3.6111111111,2.25,3.1818181818,10
"84",3.4444444444,2.75,2.5454545455,10
"84",1.9444444444,2.5,2.9090909091,12
"84",3.3888888889,1.875,1.4545454545,11
"84",4.8888888889,1.875,1.9090909091,13
"84",2.4444444444,3,1.8333333333,11
"84",3.2222222222,2.375,2.0909090909,10
"84",4.1666666667,2.75,3.5454545455,10
"84",3.2777777778,2.25,2.1818181818,12
"84",1.2222222222,1,2.6666666667,15
"84",3.3888888889,4.5,4.0909090909,11
"84",3.3333333333,3.25,3.7272727273,11
"84",3.3333333333,3.625,2.6363636364,10
"84",3.9444444444,3.125,3,8
"84",4.0555555556,3.125,3.2727272727,13
"84",3.4444444444,1.75,2.6363636364,12
"84",2.1111111111,3.5,3.6666666667,9
"84",4.0555555556,3.375,4.0909090909,11
"84",2.2222222222,3.625,1.6363636364,13
"84",3,2.25,2.2727272727,10
"84",3.0555555556,2.625,3.2727272727,11
"84",3.5555555556,3.125,3.4545454545,9
"84",1.9444444444,4,2.6363636364,8
"84",2.2777777778,2.25,1.3636363636,12
"84",4.8333333333,4,2.2727272727,12
"84",2.5555555556,3.375,2.1818181818,12
"84",2.7222222222,3.25,3.8181818182,9
"84",2.5,4,2.2727272727,13
"84",2.6666666667,3.125,2.1818181818,12
"84",2.7222222222,3.375,2.8181818182,13
"84",2.7777777778,3,3.0909090909,11
"84",3.3333333333,4.125,3.7272727273,9
"84",3.0555555556,4,3.0909090909,8
"84",2.7222222222,3.75,2.3636363636,11
"84",0.0555555556,1.5,1.8181818182,10
"84",3,2.625,1.6363636364,12
"84",2.8888888889,3.375,2.9090909091,9
"84",2.1111111111,3.25,1.9090909091,13
"84",1.7777777778,3.25,1.9090909091,10
"84",3.0555555556,3.75,2.9090909091,9
"84",3.2222222222,2.5,3.3333333333,12
"84",4.1666666667,2.375,2.1818181818,8
"84",2.5,3,3.1666666667,8
"84",3.9444444444,3.375,3.0909090909,8
"84",2.5555555556,2.875,2.6363636364,10
"84",2,1,2.8333333333,12
"84",4.3333333333,3.25,3.1818181818,12
"84",2.2777777778,2,1.4545454545,11
"84",3.6666666667,2.875,3.3,12
"84",3.3888888889,4.1428571429,3.6363636364,9
"84",4.1111111111,2,2.8333333333,10
"84",1.8888888889,3.5,2.8181818182,8
"84",3.7222222222,3.75,2.3636363636,15
"84",2.7222222222,1.875,1.4545454545,12
"84",2.5,3.25,1.7272727273,10
"84",4.1666666667,3.75,3.3636363636,10
"84",1.7777777778,2,3,12
"84",3.7222222222,1.5,3.6666666667,10
"84",3.9444444444,1,3.6666666667,8
"84",3.2777777778,2,3,13
"84",2.5555555556,4,3.1666666667,8
"84",3.7777777778,4,4,12
"84",0.9444444444,3,3.0909090909,9
"84",3.8333333333,3.125,2.8181818182,5
"84",3,1,3.8333333333,11
"84",3.1666666667,2.625,2.4545454545,10
"84",1.9444444444,3.625,2.0909090909,12
"84",2.2777777778,3.625,2.1818181818,12
"84",4.2777777778,2,3,8
"84",2.5,4.125,2,11
"84",2.2777777778,2.5,3.1818181818,12
"84",2.6111111111,3.125,2.9090909091,13
"84",3.6666666667,1.5,2.1666666667,12
"84",2.1111111111,1.375,2.1818181818,9
"84",3.3333333333,3,3,8
"84",3.8823529412,4,3.6363636364,12
"84",3.3333333333,3.625,2.4545454545,11
"84",3.7777777778,2.875,2.0909090909,12
"84",2.6666666667,3.25,3.6363636364,8
"84",3.1666666667,3.1428571429,2.7272727273,8
"84",2.1111111111,3.25,2.8181818182,14
"84",1.5,2.375,2.6363636364,12
"84",2.1111111111,2,2.1818181818,8
"84",3.7222222222,3,3,8
"84",3.8888888889,2,3.8333333333,10
"84",3.1666666667,3,3,13
"84",4.5555555556,4,2.6666666667,13
"84",3.0555555556,3,2.7272727273,10
"84",3.4444444444,3.875,3.8181818182,12
"84",1,2.625,2.9090909091,11
"84",2.6111111111,2.25,2.5454545455,11
"84",3.3888888889,1.625,2.6363636364,11
"84",2.6666666667,3.75,3.5555555556,11
"84",2.3333333333,1.625,2.1818181818,12
"84",3.7777777778,3,3.6666666667,12
"84",4.4444444444,4.5,4.1818181818,12
"84",1.5,2.375,1.8181818182,14
"84",2.1111111111,3.125,2.6363636364,13
"84",1.8888888889,2.375,2.7272727273,12
"84",4.1111111111,3.625,4,6
"84",3.7647058824,2.75,2.5454545455,7
"84",3,1,2.8333333333,10
"84",4.1111111111,2.75,3.1818181818,10
"84",0.9444444444,2.25,2.8181818182,11
"84",1.0555555556,1,1.8181818182,10
"84",4.2222222222,3,2.6363636364,9
"85",1.8888888889,3.8333333333,1.4285714286,15
"85",2.1111111111,2.8333333333,2,15
"85",1.0555555556,3.125,1.9090909091,12
"85",2.7222222222,3.375,2.3636363636,12
"85",3.5555555556,3.125,2.4545454545,12
"85",4.4444444444,4.375,3.7272727273,12
"85",2.8888888889,3.375,3,8
"85",0.1666666667,2,1.6666666667,16
"85",3.2222222222,3.125,3.0909090909,8
"85",1.6666666667,4.125,1.6363636364,16
"85",2.1111111111,3.875,1.3636363636,10
"85",3.5555555556,3.625,2.6363636364,10
"85",2.6111111111,4.5,2.6363636364,17
"85",2.1111111111,2,1.8333333333,16
"85",2.8333333333,3.75,3,10
"85",2.8333333333,3,2.2727272727,14
"85",2.5,2,1.8,12
"85",2.4444444444,2,2.8333333333,12
"85",1.4117647059,2.8571428571,2.2727272727,11
"85",2.5,2.625,2.4545454545,11
"85",2.3888888889,3.125,1.9090909091,12
"85",1.6666666667,3.25,2.7272727273,12
"85",2.4444444444,3,3.0909090909,10
"85",3.8888888889,3.6666666667,3.2727272727,12
"85",1.7222222222,2.125,2.5454545455,12
"85",3.7222222222,3,2.7272727273,10
"85",3,2.625,2.7272727273,12
"85",2.9444444444,2.5,2.2727272727,11
"85",2.5555555556,2.5,2.6363636364,12
"85",3.1111111111,1.75,1.9090909091,9
"85",1.3333333333,2,1.8181818182,10
"85",4.4444444444,2.75,2,10
"85",2.2777777778,3.875,3.6363636364,10
"85",2.7777777778,3.875,3.1818181818,13
"85",4.1111111111,4.625,3.6363636364,11
"85",1.9444444444,1,2,12
"85",2.5555555556,4,2.3333333333,12
"85",3.2222222222,3.375,2.7272727273,12
"85",1.8888888889,3.375,1.4545454545,12
"85",1.3888888889,3.875,2.0909090909,12
"85",3.5,4,2.8181818182,14
"85",4.4444444444,4,2.6666666667,12
"85",3.8333333333,2.875,3.2727272727,10
"85",3.7222222222,3,2.8181818182,10
"85",3.2222222222,2.75,1.6363636364,9
"85",2.3888888889,3.375,2.8181818182,10
"85",4.1666666667,3.625,3.1818181818,10
"85",1.8888888889,3.25,1.6363636364,13
"85",1.8888888889,3.375,2.1818181818,11
"85",2.6666666667,4,3.3333333333,8
"85",2.6111111111,3.75,2.7272727273,10
"85",2.2777777778,4,2.6666666667,10
"85",2.4444444444,3.875,2.9090909091,10
"85",2.5555555556,3.5,3.8333333333,12
"85",3.6666666667,2.75,2.0909090909,12
"85",1.5,2.875,1.5454545455,12
"85",3.2777777778,2.75,1.4545454545,12
"85",2.7222222222,3,3.1818181818,11
"85",2.7222222222,4,3.2727272727,10
"85",1.1666666667,3,1.1666666667,10
"85",3.3333333333,3,1,12
"85",2.7222222222,1.75,3.1818181818,9
"85",3.1666666667,2,2.5,10
"85",0.4444444444,2.25,2.4545454545,14
"85",2.7777777778,3.125,3.0909090909,10
"85",2.8888888889,3.25,2.6363636364,10
"85",1.9444444444,2.5,1,10
"85",3.0555555556,3.375,2.4545454545,12
"85",2.6666666667,3.5,2.5454545455,12
"85",3.3888888889,4,2.5,12
"85",2.9444444444,2,1.0909090909,13
"85",2.5,4,2.7272727273,10
"85",3.1666666667,4.125,2.7272727273,7
"85",2.7222222222,3,3.3333333333,16
"85",1.7777777778,2.5,2.1666666667,16
"85",4,3,2.8181818182,15
"85",2.3333333333,2.5,2.5,12
"85",1.6111111111,3.125,2.6363636364,10
"85",3.2222222222,4,3.1666666667,10
"85",1.7777777778,2.125,1.8181818182,13
"85",3.2777777778,2,2.8333333333,15
"85",2.7777777778,2.75,2.1818181818,15
"85",3.6666666667,3,2.1818181818,12
"85",2.7222222222,3.25,2.9090909091,11
"85",2.3333333333,2,2,12
"85",2.6111111111,3.75,2.9090909091,11
"85",4.6111111111,4.625,4.5454545455,8
"85",2.0555555556,2.875,1.7272727273,12
"85",3,4.375,3.7272727273,10
"85",2.7222222222,3.375,3.3636363636,11
"85",3.1111111111,3.5,2,11
"85",3.7222222222,1.5,2.5454545455,11
"85",3.5555555556,3.75,2.7272727273,7
"85",3.3888888889,2.375,2.6363636364,12
"85",4,2,2.8333333333,12
"85",2.8888888889,3.5,3.3636363636,8
"85",1.4444444444,4,2,14
"85",4.7222222222,3.875,5,12
"85",1.6666666667,3,2.5714285714,9
"85",2.6470588235,2.75,2.0909090909,10
"85",3.75,2.5714285714,2.4444444444,10
"85",1.8333333333,1.375,1.4545454545,13
"85",3.3888888889,3.25,2.5454545455,10
"85",3.4444444444,1.8333333333,3.3636363636,10
"85",2.7222222222,3,2,12
"85",2.1666666667,3.625,3,10
"85",2.9444444444,3,3.3333333333,10
"85",1.8333333333,3,1.5,13
"85",2.8888888889,3.375,2.9090909091,6
"85",2.6666666667,2.75,2.7272727273,12
"85",1.6111111111,4,2.3333333333,14
"85",2.4444444444,2.875,2.6363636364,12
"85",2.6666666667,4,3.3333333333,13
"85",2.6111111111,3.625,3.0909090909,12
"85",2.2777777778,3.5,3.5,12
"85",3.5555555556,4.625,4.2727272727,10
"85",1.9444444444,3.75,1.2727272727,13
"85",1.3888888889,2,2.1666666667,15
"85",3.9444444444,2.375,2.3636363636,15
"85",2.0555555556,1.75,1.9090909091,11
"85",1.4444444444,2,1.4545454545,10
"85",2.7777777778,1,1.5,8
"85",3.1111111111,2.75,2.1818181818,10
"85",1.7777777778,2.375,2.2727272727,10
"85",3.1111111111,2,3.1666666667,9
"85",2.1666666667,3,2.3333333333,12
"85",2.5555555556,3.75,3.8181818182,12
"85",1.9444444444,4.75,4.2727272727,12
"85",2.4444444444,2.5,1.7272727273,11
"85",4.2777777778,3.5,3.6363636364,12
"85",3.1666666667,2.8333333333,3.0909090909,9
"85",1.1111111111,3.25,2,13
"85",4.6666666667,3.25,3.2727272727,9
"85",3.9444444444,2.625,2.5454545455,9
"85",1.5555555556,1,1,8
"85",2.7222222222,3.625,2.5454545455,10
"85",2.0555555556,2.625,2.0909090909,15
"85",1,1,3.3333333333,14
"85",2.9444444444,3.5,3,11
"85",3.1666666667,2.75,2.9090909091,12
"85",1.9444444444,3,2.3636363636,12
"85",2.0555555556,3,2.3333333333,11
"85",3,3,2.4545454545,10
"85",3.7222222222,4,3.8181818182,10
"85",3.1111111111,2.125,2.0909090909,12
"85",1.8333333333,2.375,1.2727272727,11
"85",2.2777777778,2.625,2,12
"85",1,2.5,3.0909090909,12
"85",2.8333333333,3,2.8333333333,13
"85",2.8888888889,3.5,1.8181818182,12
"85",2.8888888889,3.625,2.9090909091,12
"85",2.6666666667,2.125,2.9090909091,11
"85",2.7058823529,1,2.8333333333,11
"85",2.4444444444,2.125,2.3636363636,9
"85",3.0555555556,1.25,1.2727272727,12
"85",2.6666666667,4,3.2727272727,12
"85",3.1111111111,1.75,1.4545454545,14
"85",3.1666666667,3,1.8333333333,12
"85",2.8888888889,2.5,3.3333333333,12
"85",4.2777777778,3,2.1666666667,8
"86",2.7222222222,2.375,2,9
"86",3,1,2.6666666667,6
"86",3.8333333333,2.5,2.3333333333,8
"86",1.9444444444,2.375,1.3,16
"86",3.0555555556,3,3.5,12
"86",4.1111111111,1.625,2.6363636364,13
"86",2.8888888889,2.875,2.7272727273,9
"86",2.2777777778,3.5,2.2727272727,9
"86",2.4444444444,2.25,2,12
"86",3.3333333333,3,2.5714285714,10
"86",2.2777777778,3.5,3.1818181818,10
"86",3,2.625,2.8181818182,12
"86",4.5,4,3.4545454545,10
"86",4,2.375,2.9090909091,10
"86",3.5,3.625,3.4545454545,12
"86",3.2222222222,3,2.5,13
"86",3.5555555556,3.625,3.3636363636,11
"86",3,3.125,3,9
"86",3.6666666667,4,3.6666666667,8
"86",3.5,3.4285714286,2.6363636364,11
"86",3.3888888889,3.375,3.4545454545,12
"86",3.4444444444,2.125,3,10
"86",3.1111111111,2.125,3.4545454545,10
"86",1.8888888889,3.5,2.6363636364,10
"86",3.3888888889,2.375,3,9
"86",2.5555555556,3.5,2,10
"86",3.1111111111,3.125,2.8181818182,10
"86",2.8333333333,3.25,3.0909090909,8
"86",2.8888888889,4,3.6363636364,8
"86",4.0555555556,3.25,3.4545454545,8
"86",3.1111111111,3.5,3,9
"86",2.7777777778,4.875,3.3636363636,9
"86",2.7222222222,4,3.0909090909,9
"86",1.8333333333,3.625,2.9090909091,8
"86",4.7222222222,4,3.3636363636,8
"86",4.4444444444,4,3.3636363636,9
"86",3.5,3.5,2.5,11
"86",3.2222222222,3.125,2.8181818182,10
"86",2.3333333333,4,3.8333333333,9
"86",3.9444444444,3.25,3.0909090909,10
"86",3.6666666667,3.125,3.2727272727,13
"86",2.6111111111,3.5,3.1818181818,10
"86",3.8333333333,3.75,2.7272727273,11
"86",3.7777777778,4,3.3636363636,7
"86",1.6111111111,3.875,3.4,11
"86",3,3,2.8181818182,10
"86",2.2222222222,4,2.5,12
"86",2.3333333333,2,3.5,10
"86",0.4444444444,2.5,1.5,16
"86",3.5,3.25,3.2727272727,9
"86",4.2222222222,4.125,3.8181818182,9
"86",2.9444444444,2.5,3.2727272727,12
"86",2.4444444444,3,2.3636363636,11
"86",3.8333333333,2.625,3,10
"86",1.4444444444,3.75,2.2727272727,10
"86",2.4444444444,2.75,3.0909090909,11
"86",2.0555555556,3,2.8333333333,14
"86",2.0555555556,3,2.2727272727,12
"86",2.3888888889,4.375,1.8181818182,12
"86",2.8333333333,3.25,1.6363636364,10
"86",3.6666666667,4.75,2.6363636364,14
"86",3.9444444444,4.375,2.8181818182,14
"86",2.5555555556,2.625,3.2727272727,12
"86",0.6111111111,3,2.8181818182,11
"86",1.1666666667,1,3,11
"86",1.8888888889,2.75,2.9090909091,14
"86",2.9444444444,1.5,1.1818181818,12
"86",3.3888888889,3.25,2.6363636364,9
"86",3.3333333333,3.625,2.7272727273,7
"86",3.3888888889,3.375,2.0909090909,8
"86",2,3.25,2.8181818182,10
"86",2.8333333333,4.375,2.4545454545,10
"86",3.6111111111,2.5,3,11
"86",3.3888888889,3.75,3.1818181818,7
"86",4.4444444444,4,2.3636363636,11
"86",1.5,2,1.7272727273,14
"86",2.2777777778,3.625,2.6363636364,8
"86",2.2222222222,3.5,3,10
"86",3.1111111111,4.125,2.8181818182,10
"86",1.3333333333,3,3,12
"86",1.3888888889,2,1.3636363636,6
"86",0.5,2.75,1.5454545455,2
"86",3.6666666667,3.75,3.4545454545,7
"86",3.8333333333,2,2,12
"86",2.2222222222,3,2.6666666667,9
"86",2.1666666667,2.5,1,12
"86",2.8333333333,3.25,3.3636363636,9
"86",3.5555555556,4.125,3.6363636364,6
"86",3.6666666667,3.25,3.2727272727,10
"86",0.5555555556,1,2,19
"86",3.4444444444,3.75,3.3636363636,8
"86",1.0555555556,3.75,1.9090909091,12
"86",3.0555555556,3,3,9
"86",2.8333333333,3.625,2.5454545455,14
"86",3.5555555556,4.375,2.8181818182,11
"86",2.3333333333,2.75,3.0909090909,7
"86",3.6666666667,2.5,3,12
"86",4.2222222222,4,3.9090909091,8
"86",3.9444444444,4,2.25,8
"86",3.0555555556,3.5,2.8181818182,13
"86",3.5,2.625,1.8181818182,12
"86",2.2222222222,2.875,2.4545454545,14
"86",2.2777777778,3.25,2.4545454545,12
"86",3.9444444444,3,2.5,14
"86",3.6111111111,1.625,2.3636363636,11
"86",1.8333333333,2.375,1.8181818182,9
"86",2.7777777778,3,2.8181818182,8
"86",2.1111111111,2.875,1.7272727273,10
"86",2,3,2.6363636364,9
"86",2.7777777778,3.5,3.2727272727,10
"86",4.3333333333,4.375,3.3636363636,10
"86",0.6111111111,2.125,2.3636363636,11
"86",3.6111111111,3,1.8181818182,12
"86",2.3888888889,3.125,2,12
"86",1.9444444444,2,2.0909090909,12
"86",2.1111111111,3.75,2.5454545455,12
"86",3.9444444444,3.75,2.8181818182,14
"86",1.9444444444,3.75,2.8181818182,12
"86",3.8888888889,3.875,3.1818181818,11
"86",2.4444444444,4,2.6666666667,13
"86",1.8333333333,2.5714285714,2.4545454545,12
"86",3.3888888889,3,2.6666666667,12
"86",3.8333333333,3.375,3.0909090909,9
"86",1,1.875,2.0909090909,12
"86",3,3.375,2.3636363636,12
"86",1.4444444444,3.125,2.6363636364,12
"86",3.5,2,3.5,10
"86",3.9444444444,3.375,2.5454545455,13
"86",1.5,2.1428571429,2,8
"86",2.3888888889,3.375,2.9090909091,8
"86",2.9444444444,2.75,2.9090909091,9
"86",1.8888888889,2.25,2.2727272727,11
"86",2.7777777778,2.625,3.5454545455,14
"86",2.8333333333,2.5,3.5,14
"86",3.5555555556,3,3.6363636364,12
"86",3.1666666667,2.875,1.7272727273,10
"86",2.6666666667,3.375,3,8
"86",4,3.125,1.4545454545,3
"86",2.7222222222,3,2.4545454545,11
"86",3.2222222222,3.75,2.6363636364,14
"86",4,4.125,2.6363636364,10
"86",4.25,2.25,1.5,12
"86",2.7222222222,1.625,1.9090909091,12
"86",3.5555555556,3.875,3.7272727273,8
"86",3.2222222222,2.75,3.2727272727,14
"86",3,2.375,3.3636363636,12
"86",1.8333333333,3.125,2.1818181818,14
"86",1.7222222222,3,2.0909090909,13
"86",3,2.375,2.9090909091,12
"86",1.2222222222,2.5,2.3333333333,17
"86",3.4444444444,3.875,3.1818181818,10
"86",2.7777777778,2.75,3.3636363636,12
"86",2.3888888889,3.125,2.7272727273,10
"86",3.1666666667,1.5,1.4545454545,11
"86",4.2222222222,4.625,2.3636363636,8
"86",3.9444444444,4,2.7272727273,8
"86",3.8333333333,2.25,2.4545454545,12
"86",3.8333333333,4.375,3.1818181818,11
"86",3.3888888889,4.125,2.3636363636,11
"86",3.8333333333,3,3.1818181818,8
"86",4.4705882353,3.875,3.0909090909,8
"86",3.1111111111,2.375,3,8
"86",4.2222222222,4.125,2.2727272727,10
"86",3.6111111111,3,3,8
"86",3.9444444444,4,3.1818181818,8
"86",3.6111111111,4,3.0909090909,10
"86",1.8888888889,2,3.3333333333,12
"86",2.1111111111,4,2.6666666667,12
"86",4,2.875,2.8181818182,8
"86",3.9444444444,4,3.1818181818,8
"86",3.9444444444,1.875,1.6363636364,12
"86",2.6666666667,2.5,2.7272727273,6
"86",4,2.25,2.0909090909,4
"86",3.6111111111,3.6666666667,3.7,12
"86",3,3.625,2.9090909091,9
"86",3.6111111111,3.125,2.9090909091,11
"86",3.5555555556,3.5,3,8
"86",1.2222222222,3.375,2.0909090909,12
"86",3.8888888889,3.125,2.6363636364,10
"86",2.2222222222,1.5,2.6666666667,6
"86",2.9444444444,2,2.5454545455,8
"86",3.6111111111,3.25,3.1818181818,6
"86",3.8333333333,3.5,3.5,5
"86",2.2777777778,1.75,1.4545454545,18
"86",3.6666666667,3.75,3.6363636364,11
"86",2.7777777778,3.875,2.7272727273,12
"86",3,2.125,2.9090909091,8
"86",2.9444444444,4,4,8
"86",3,3.5,3.6363636364,12
"86",3.7222222222,4.125,3.3636363636,12
"86",3.0555555556,3,3.1818181818,9
"86",2.2941176471,3,3.1818181818,8
"86",1.6666666667,3,1.8333333333,10
"86",3.6666666667,3.875,3.5454545455,7
"86",2.8333333333,3,3.2727272727,8
"86",3.1111111111,3.5,3.3333333333,10
"86",2.8888888889,1,1.6666666667,11
"86",2.6153846154,4,3.1666666667,11
"86",2.0555555556,3.25,2.2727272727,4
"86",3.2222222222,2,3,10
"86",2.7222222222,3.25,1.8181818182,10
"86",4.0555555556,4,3.0909090909,12
"86",3.8888888889,3,3.6363636364,7
"86",3.6111111111,3.1428571429,3.4545454545,7
"86",2.7222222222,4.125,1.2727272727,12
"86",3.8333333333,3.375,3.7272727273,8
"86",2.8333333333,2.625,2.8181818182,8
"86",1.2222222222,3.125,3.0909090909,8
"86",3,3,3,9
"86",3.6111111111,2.875,3.3636363636,8
"86",2.9444444444,4,4.0909090909,8
"86",3.7777777778,4,3.3333333333,12
"86",3.1666666667,4,3,12
"86",1.6666666667,3,2.5454545455,12
"86",2.7777777778,3.125,2.9090909091,12
"86",1.3888888889,2.625,2.9090909091,11
"86",2.5555555556,1.875,3.1818181818,12
"86",3,4,3.1666666667,12
"86",1.6666666667,2.625,1.1818181818,12
"86",2.6111111111,3.5,3.2727272727,10
"87",1.8888888889,2,1.5454545455,12
"87",4.7222222222,1,3.5,13
"87",2.5555555556,3.75,2.1818181818,10
"87",2.8888888889,3.5,2.8181818182,12
"87",2.6111111111,3.375,2.1818181818,10
"87",2.6666666667,3,3,8
"87",2.2777777778,4,3.3333333333,10
"87",3.7058823529,3,3,16
"87",2.2222222222,1.625,1.2727272727,9
"87",2.5555555556,2.5,2.1818181818,8
"87",4.2777777778,3.5,3,9
"87",2.3888888889,3.5,3.6363636364,11
"87",2.8333333333,2.125,1.0909090909,12
"87",3.2777777778,3.75,3.4545454545,10
"87",3,3.75,3.3636363636,17
"87",2.7777777778,3.625,3,11
"87",2.1111111111,1.25,1.1818181818,12
"87",2.2222222222,2.625,1.9090909091,13
"87",3.1666666667,2.75,2.7272727273,10
"87",2.5555555556,2.5,2.8181818182,12
"87",3.1666666667,2.875,2.3636363636,12
"87",1.8888888889,3.5,3,10
"87",3.9444444444,2.875,3.3636363636,9
"87",3.2777777778,2.375,2.3,10
"87",2.3888888889,3.25,2,10
"87",2,1.25,1.8181818182,8
"87",2.6111111111,3.125,2.9090909091,11
"87",3.6111111111,3.75,3.1818181818,11
"87",3.2222222222,3.75,3.0909090909,11
"87",2.0555555556,1.625,2.1818181818,12
"87",3.3888888889,3,2.9090909091,13
"87",2.3333333333,3,2.9,8
"87",3.8888888889,1,3.3333333333,12
"87",2.9444444444,2.5,2.4545454545,12
"87",2.7777777778,3.375,2.7272727273,12
"87",2.5,2.25,2.1818181818,12
"87",4.8888888889,3.625,3.9090909091,11
"87",2.9444444444,3.75,1.8181818182,13
"87",0.7222222222,3.375,3.6363636364,11
"87",3.1666666667,1.625,1.2727272727,18
"87",2.1111111111,1.5,2,9
"87",2.7777777778,3,3.1666666667,13
"87",1.7777777778,3.5,2.1818181818,13
